name,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
grass,6806.17,6806.17,4428.52,2269.89,3734.82,3549.95,4166.25,4059.07,3794.61,5230.49,5526.62,1035.36,3346.82,976.926,5304.79,2563.87,3977.39,3777.06,5752.07,4018.1,1997.41,2766.6,1910.34,1256.47,1371.28,4708.17,4214.49,4510.35
forest,8126.19,7916.58,918.444,2183,8126.19,360.935,1831.12,918.112,5703.23,1200.23,333.926,740.58,664.827,399.38,633.747,1322.02,1593.5,2916.37,3049.79,7335.05,951.089,6667.07,223.033,685,580.209,6527.1,446.346,341.674
forest,8320.69,7538.42,7719.05,392.91,7369,7202.95,7561.71,7345.6,4244.35,7632.73,7708.75,468.887,1756.8,5079.97,7735.85,830.086,755.022,5446.77,8320.69,6864.16,1499.38,6095.18,6254.57,605.52,3597.57,7659.79,7218.78,584.059
forest,8102.55,7242.6,6879.65,840.333,6015.46,2135.41,4926.22,5024.19,6018.4,6745.35,5548.15,371.342,4378.25,953.399,8102.55,7003.43,573.591,5336.74,7971.21,6714.03,3056.76,4288,4797.77,485.518,2141.59,5839.46,4397.72,591.946
grass,6482.84,6482.84,5206.11,1648.63,5031.35,3801.41,5241.79,5065.29,2833.92,4368.79,5718.28,1745.95,5924.53,627.16,4491.45,2718.36,955.319,3079.91,5713.34,4865.11,3810.55,3972.22,1361.43,2147,1020.76,5698.65,917.573,2668.43
forest,7864.55,7243.06,6653.34,3805.79,4106.93,3796.06,6935.24,6167.14,2612.88,7407.92,3525.43,474.452,1444.43,4058.44,7864.55,1504.61,626.677,5410.59,6312.06,6414.77,3719.41,5246.1,3530.98,985.214,5109.09,6958.89,4394.14,756.614
forest,7898.74,5816.57,5242.44,654.322,3016.64,7249.35,7517.73,7317.68,7832.39,7779.2,6301.59,615.046,2569.49,1891.9,7898.74,7294.59,513.499,3123.15,3457.72,5962.83,2986.45,5709.87,942.776,1433.24,7105.2,7188.45,7250.07,484.379
forest,6744.47,6151.68,3967.76,1412.42,6589.53,943.259,6744.47,1487.29,6566.69,6608.76,6673.41,5921.61,1638.92,1112.54,1062,335.529,2819.97,692.489,6263.88,6104.5,4840.53,1280.65,385.651,6681.18,2302.18,6204.9,1392.33,6401.21
forest,8419.17,7569.59,8419.17,1806.35,3454.16,7848.48,8152.56,7282.89,7962.24,7431.04,7141.27,993.974,477.43,2988.35,4736.1,4639.64,537.628,3641.85,8368.99,6541.89,4485.21,4422.22,1265.49,1401.3,2533.39,7834.85,5189.1,760.821
forest,8152.59,3374.13,803.5,8152.59,4933.29,335.517,7670.78,6995.32,379.793,6089.79,5939.85,5684.47,535.054,4498.18,768.874,400.634,4949.86,1283.78,8039.49,1212.21,400.582,6999.4,554.068,727.273,3705.43,6093.55,3640.89,1652.38
forest,8028.73,7769.33,559.297,6920.33,4289.82,6751.51,7729.76,1789.87,1969.87,7971.35,8028.73,872.561,675.033,594.759,1460.48,674.485,3972.18,628.714,7092.88,6456.1,591.682,5946.73,446.363,3716.92,2918.46,7412.86,486.76,1562.1
farm,7268.05,5423.82,3592.72,3790.45,4014.08,729.413,3671.69,7029.74,6203.7,1613.16,342.874,1974.07,2142.14,654.223,1521.98,7268.05,1210.99,3945.67,3402.3,389.413,3152.26,4660.46,5266.05,772.553,316.915,3250.19,1068.02,883.964
forest,8183.49,4592.86,8183.49,5276.17,7708.94,7678.87,7801.29,4305.1,7734.83,7589.96,7551.68,4887.36,7996.46,4853.94,6455.39,6529.98,598.067,1081.33,7983.29,423.45,3172.25,6054.19,712.15,7838.36,7801.92,7453.56,7108.89,846.926
forest,8269.13,7303,7037,3450.06,5538.76,2127.68,4552.83,706.772,1630.43,7194.82,2979.51,830.914,8269.13,7330.24,7653.11,5806.67,638.779,4499.56,7442.38,5074.27,3745.76,2662.22,1316.62,1770.49,1943.78,6183.58,5616.97,2151.52
forest,7828.15,7456.23,7666.55,5176.82,4856.1,743.488,7792.15,1498.71,7023.88,6768.62,7828.15,1712.79,617.586,3645.96,730.41,535.309,4090.25,2358.66,2125.04,2095.99,3021.67,526.876,405.744,451.708,609.86,7551.67,1285.07,1641.27
forest,7989.98,7911.88,4160.46,3376.04,6175.87,657.533,7800.91,1298.45,743.989,737.785,452.24,114.507,2078.36,512.545,544.614,741.118,1301.59,1435.47,7700.23,7490.77,7989.98,2076.4,391.697,1243.05,459.091,6805.24,1675.49,593.769
forest,7678.59,7563.89,7525.75,6574.57,6838.66,1127.23,4989.8,3889.68,7539.47,4867.42,4354.98,1895.61,6242.6,5805.99,1700.01,7678.59,1781.16,5998.4,7170.36,6116.24,5916.98,4774.32,4520.47,544.473,421.375,6294.22,3922,6071.73
forest,8287.69,7648.56,4462.99,4719.47,8211.96,945.034,7890.07,801.208,7274.55,7584.38,7758.01,283.398,526.475,1176.35,1336.15,341.863,3334.81,1690.37,7928.78,7266.36,8287.69,1345.98,514.12,659.802,739.792,7332,1565.9,975.869
forest,7900.11,7900.11,391.14,7720.94,7629.79,872.405,5384.49,2144.55,3426.56,1618.82,7249.73,2547.92,635.747,822.867,2115.17,2668.99,1819.34,3501.14,622.562,6977.59,1384.25,3774.22,7567.59,474.913,872.833,7722.34,392.682,1050.5
forest,7976.87,7167.84,4392.06,5300.9,6116.52,4650.48,7457.75,6537.84,7630.07,7608.52,7744.11,758.44,3002.47,1329.07,7856.27,4900.38,679.251,4577.28,7976.87,6369.22,4157.51,3974.97,1521.46,417.506,4568.01,7697.1,1375.51,886.255
water,6714.99,6714.99,6250.72,3108.65,5537.44,5780.56,6386.78,2833.47,4789,5342.07,4543.29,3122.43,6486.01,5981.91,1946.56,3704.57,836.92,4640.33,6642.08,2955.05,5731.08,552.403,2598.56,3638.59,1047.73,5268.68,2656.46,3606.83
forest,7840.52,7234.35,7735.67,7400.92,4214.42,4464.16,6497.71,3098.83,7183.76,6340.92,7543.34,7611.06,7840.52,4515.06,2829.99,3640.24,794.987,1443.56,6881.79,5515.63,1793.79,846.938,5242.11,1316.17,6100.26,6513.57,6767.9,6951.84
forest,7491.1,4437.55,4318.06,930.67,1100.62,6686.35,6596.05,6422.43,6980.22,6846.26,6708.05,598.435,6024.45,4477.15,7077.75,6267.21,416.698,1670.88,7491.1,5956.54,3906.32,5003.91,2153.25,564.165,4643.06,6353.76,3693.96,545.127
forest,8287.46,7855.8,5398.29,8287.46,6461.41,510.979,1495.33,668.426,5566.17,636.13,6662.98,2560.38,1406.65,423.09,441.666,3895.66,1153.8,2679.52,5275.06,7194.57,1129.3,5461.25,334.259,339.414,638.841,6221.49,535.953,352.355
forest,7942.79,1062.11,6826.73,6799.14,6037.61,6114.8,6496.97,2682.65,4249.76,6584.84,6871.9,844.011,7942.79,2112.45,2589.21,758.023,3410.87,1491.97,7337.23,4806.82,2601.93,346.248,892.691,5577.66,2057.34,6173.17,5088.13,4089.95
forest,7875.12,1908.33,5632.83,3186.18,6830.72,2733.81,5778.74,6723.94,5443.78,7298.95,5895.43,1274.69,1510.04,4685.47,4631.93,6813.84,468.263,930.997,7875.12,4436.37,4405.44,582.842,4178.28,893.369,1380.36,6906.33,3491.19,1150.14
forest,6983.61,6819.15,640.35,5136.18,966.767,359.328,5908.2,1260.57,6983.61,1344.78,217.822,399.115,1846.91,458.327,844.687,646.789,1719.98,3400.98,3414.84,4696.06,614.822,1280.66,415.88,516.798,421.597,6492.62,404.23,799.572
forest,8169.49,7246.49,7179.69,3036.36,6597.23,6661.46,7153.47,6849.14,2116.69,7699.2,7840.77,459.462,7975.2,7260.02,8169.49,7297.65,302.376,4887.12,7651.07,527.062,789.346,5468.34,6645.55,465.686,7331.51,7552.74,7590.36,863.346
forest,7806.36,7550.57,2033.66,1718.72,6738.09,343.223,7690.05,4064.81,1413.63,7806.36,7712.31,7634.08,1957.45,364.448,2266.34,583.844,2042.24,4646.13,4504.86,3595.68,1772.04,788.462,1140.18,1771.06,277.269,7289.74,7022.61,1020.62
forest,8277.42,7603.71,7970.58,8013.19,1942.86,743.304,7934.7,1046.11,8160.27,8101.35,7538.53,890.547,630.027,2964.77,7653.9,6404.35,721.57,2306.7,8277.42,6153.97,4342.29,4610.98,588.58,807.977,1176.31,8065.88,6840.46,1454.58
grass,5562.31,5562.31,1196.62,1804.07,1184.42,2616.52,4003.62,4405.3,3280.59,3930.85,4296.95,641.069,2079.85,2596.64,3671.75,1907.92,1994.48,2333.54,171.694,1760.29,709.945,2355.35,1860.22,652.774,1188.07,3184.24,1556.75,1461.58
forest,7742.76,4264.27,7740.59,7018.55,5405.53,983.056,4078.72,4488.52,5528.58,6714.43,6246.48,809.789,6827.04,7322.45,5433.19,6492.51,527.989,4494.09,7742.76,6112.72,3545.39,2790.46,2796.93,1372.3,6663.74,6748.95,4655.08,1586.58
forest,8014.66,7663.64,7664.47,7612.63,7511.98,1099.56,7672.46,7227.1,7317.56,8014.66,7734.77,2375.92,4553.29,7166.03,1165.96,7264.36,1423.46,3010.24,7533.77,5157.57,4086.73,5867.53,2402.17,910.528,415.919,7749.75,7170.41,1469
impervious,2837.03,2053.92,1856.94,1920.61,1943.28,1875.34,2012.71,1997,1987.48,1198.04,2278.86,564.961,2759.64,2182.89,2030.81,2837.03,560.106,884.434,1433.04,1870.78,1697.64,463.25,442.992,512.326,418.136,2211.77,1278.89,610.449
forest,8061.52,7512.87,8004.63,2558.68,7443.41,7470.64,7847.23,5093.3,7146.21,7429.48,7737.88,1874.53,8061.52,7232.8,2161.69,2827.8,502.417,4560.12,8045.76,1130.43,2797.69,6032.16,861.315,7824.76,7317.12,7645.87,1002.71,611.83
forest,7779.5,7331.48,7385.83,2429.41,6308.67,6523.85,6881.63,4945.79,5924.17,7482.27,7772.31,7446.04,7249.08,7173.1,6730.39,7486.15,862.987,2607.93,7779.5,804.141,2637.16,896.216,5303.03,399.557,1042.38,7524.31,7431.64,2442.77
forest,7890.84,563.803,342.215,6283.19,3416.29,5649.29,7645.08,4322.72,5592.99,4660.73,7890.84,1155.84,458.03,1448.65,699.538,434.758,4234.88,1795.09,790.067,505.506,531.557,7278.83,398.748,1106.12,6150.95,7248.8,2532.69,7151.09
farm,7776.62,6818.25,5491.79,3294.01,7566.45,7707.11,7776.62,3977.5,790.66,2870.26,4112.02,398.049,2598.96,4730.1,366.142,2476.65,1668.99,3729.9,6617.62,913.458,3903.57,6325.09,6482.53,1481.88,4806.83,1991.35,1322.48,1858.18
forest,8113.4,7166.2,7372.62,467.406,5969.67,6252.65,6867.94,6933.64,1262.91,7876.24,7874.93,43.278,8113.4,7366.86,8098.6,6286.59,458.236,4147.8,7412.36,522.007,1382.15,4839.31,6006.04,1952.09,7517.75,7766.41,7727.3,706.086
forest,8360,7263.91,6457.76,3226.69,6284.87,2832.62,7293.91,7087.43,7872.88,7917.53,4690.21,488.004,7939.92,5450.55,3593.43,7230.48,1297.89,6411.33,8360,6937.59,4130.87,5221.41,6041.57,345.006,3705.75,7100.67,5126.69,1157.66
forest,7871.26,4726.36,7433.19,7581.86,6180.45,2719.52,7871.26,664.608,5850.23,4527.29,7709.28,5174.31,725.083,1164.18,728.368,528.615,4118.77,1514.59,7684.45,1672.85,3210.91,3129.26,505.897,708.276,1245.1,7066.83,1401.53,5545.11
farm,8093.89,2254.4,3618.08,468.144,4341.71,1460.28,7306.45,7541.56,7929.53,5324.91,2474.53,1387.07,3710.3,3278.01,1366.67,455.596,1200.29,3771.88,5857.86,5429.8,2884.05,3374.34,1277.39,1292.47,1088.96,8093.89,589.619,6605.88
forest,8018.79,7890.9,1046.38,7079.96,8018.79,329.787,5512.83,1196.65,7684.4,964.117,987.618,275.165,7521.45,260.457,866.106,378.694,1466.71,1009.75,7737.92,7389.37,7211.6,7395.52,358.952,694.003,351.302,7058.91,400.316,252.912
forest,7955.83,7955.83,345.657,6699.58,4907.54,489.127,625.158,1034.85,1512.39,1478.13,376.4,458.697,1208.78,433.204,1205.81,383.932,1313.89,3976.95,805.877,6179,926.271,4170.92,327.195,3961.65,459.493,6289.87,381.429,696.777
impervious,2027.14,1969.75,1785.09,1504.06,1788.35,1466.54,1687.35,1647.82,1923.43,1868.45,1363.66,513.887,695.911,1879.24,2027.14,344.681,867.897,1272.18,1986.76,759.247,1327.79,1649.87,1093.49,822.467,1156.46,2002.42,880.804,896.014
farm,7411.84,3335.13,5655.2,897.59,5436.37,3802.06,6135.75,5347.7,7036.72,3720.12,4742.13,1271.68,1023,3092.5,793.112,42.9042,691.213,2543.4,3227.25,3491.67,5626.11,4944.37,2903.36,1293.86,1215.02,7411.84,1782.82,5219.78
farm,7007.82,5934.76,5270.02,5430.78,1142.76,1099.71,7007.82,6396.25,6547.94,4161.91,415.625,1907.2,1915.05,2222.83,3826.72,510.421,1055.38,5634.46,3804.98,3437.3,3252.65,3600.87,2057.37,1160.48,353.157,6793.5,421.881,1283.21
forest,8010.83,1064.96,3869.19,8010.83,7355.88,371.089,7170.5,1650.38,6578.95,1082.99,1078.2,374.895,1107.33,447.196,1057.44,509.646,1703.41,1141.98,640.159,1032.58,523.97,3035.97,312.098,2867.64,1067.87,6793.2,461.694,310.445
forest,8116.82,7433.95,7893.7,8116.82,6202.77,551.285,7839.98,7635.53,7929.86,2360.03,7853.21,3409,885.649,1292.81,1049.2,1006.31,3439.73,3756.63,2707.97,809.853,4907.39,747.889,1163.26,1270.16,919.234,7276.01,1554.59,7442.15
farm,7495.28,5549.99,6005.67,5959.5,6641.16,387.236,7495.28,5599.25,6046.08,4298.93,3495.56,3883.26,590.467,1675.15,1075.71,3147.82,2074.45,4829.41,3070.19,4149.82,3204.49,4501.6,925.641,989.254,878.961,5833.53,619.975,4893.83
farm,8137,5411.18,5182.58,637.505,4592.75,586.784,6672.48,4510.38,8137,926.253,4891.51,638.196,2526.17,4259.05,745.567,1972.92,1258.46,3629.51,5314.57,4537.27,5311.58,4924.66,464.344,2746.63,729.029,5470.11,671.637,2129.55
forest,8334.11,7835.34,1630.65,1102.53,8334.11,316.763,4240.01,999.009,1970.03,619.565,7540.66,960.075,943.153,405.701,3001.76,911.342,1896.18,5446.89,1037.83,1834.74,1107.3,4936.65,2606.47,3702.79,276.542,7215.85,459.794,820.05
forest,7855.38,7286.01,7813.08,1462.14,4980.63,749.47,7816.93,4014.18,7295.05,7756.37,7576.99,5826.92,605.336,497.308,839.309,388.319,2118.26,4292.85,7855.38,781.9,3116.36,2793.04,175.376,5591.55,1523.86,7017.18,4896.38,1857.53
forest,1313.3,1024.41,1289.55,224.417,1173.95,1069.23,744.609,462.986,310.559,1074.77,843.211,316.377,555.791,351.683,783.669,854.579,441.23,414.145,788,1272.35,1313.3,816.757,397.756,274.944,350.161,999.485,720.856,531.213
impervious,7852.29,6187.11,580.024,3184.69,3420.6,3056.62,4508.3,4214.71,3317.3,4726.69,6617.21,653.31,3699.3,1046.33,6248.24,613.466,2027.84,1451.92,7852.29,5446.79,7497.35,1226.16,1183.03,406.964,326.262,6057.42,4392.66,5718.57
forest,8100.6,7616.38,1078.43,1183.67,8100.6,966.152,7774.63,2161.28,1157.71,985.286,433.518,277.472,1316.27,686.945,512.421,680.778,965.004,1772.74,7293.01,5067.4,1061.11,3472.45,416.639,758.754,513.564,5541.9,1059.6,433.226
forest,7600.9,4893.23,2090.89,2152.71,5254.49,4069.53,7397.34,641.313,776.967,1711.83,7600.9,1368.9,1582.96,630.067,775.436,410.684,3791.56,752.084,6097.1,1072.56,7577.58,7029.03,322.253,3767.55,2311.62,6903.06,565.702,1133.96
farm,7227.52,4341.47,7227.52,3202.34,6698.49,6214.06,4160.19,415.927,833.395,771.892,3499.78,2389.41,5320.68,3429.54,949.693,430.649,2553.2,5223.32,5165.16,2860.15,3139.54,3178.15,799.774,1350.18,3169.33,3623.03,462.362,5835.24
grass,7939.87,7939.87,6172.12,3691.7,5382.26,3820.15,5046.39,4197.97,3494.43,4159.53,2372.2,1741.41,2194.91,4132.79,7182.86,1989.44,2213.26,1367.13,7351.22,3999.12,1860.69,1079.52,1559.78,1178.5,768.066,6157.41,6136.92,2952.13
forest,7546.24,7546.24,7472.63,4444,1160.53,1458.23,4381.66,7039.72,3584.74,7500.77,5308.2,492.845,7013.24,1354.81,5458.53,1854.51,483.158,5549.61,1656.41,6587.57,3289.25,6047.71,4593.76,1100.06,7303.1,7461.02,4586.88,385.243
farm,7179.95,6821.49,1194.87,2087.84,2962.25,625.32,7178.42,5785.44,2692.71,521.723,6739,1766.63,1454.09,2781.71,4178.68,1473.52,871.155,1793.14,4863.16,4203.69,3752.35,3582.62,480.343,508.174,411.512,7179.95,2377.54,3031.77
impervious,1046.32,265.939,-57.1429,214.523,258.708,244.2,175.295,225.003,128.684,672.154,170.081,424.101,445.463,501.356,620.014,582.093,419.69,482.682,1046.32,675.156,96.8841,654.382,352.337,432.616,326.143,-27.984,457.744,536.531
forest,8242.94,7813.37,4827.92,8026.43,8242.94,186.848,7269.69,4638.59,1786.68,706.953,7339.82,1412.88,4481.8,1332.17,1697.47,565.201,2028,1753.39,4091.81,4293.82,765.531,6692.08,249.7,7945.37,3060.88,5702.98,811.369,6298.73
forest,7690.18,7638.64,6983.74,6634.72,6793.41,6612.87,6815.3,177.107,2218.42,5936.03,7536.53,7690.18,2117.13,426.759,1232.33,288.868,2809.5,2461.06,7040.83,2641.96,573.534,1441.25,352.33,7010.19,572.468,6927.67,2525.12,7671.25
forest,7872.36,2494.29,7872.36,7071.32,6347.43,1792.87,2074.06,681.181,2100.84,6672.83,4940.27,886.316,6452.5,4875.52,2510.39,5492.24,520.221,4165.75,7685.92,6329.25,3678.16,2109.58,2033.7,1388.63,3561.05,6717.36,526.031,1956.55
forest,8167.37,7845.8,1494.3,8167.37,8047.21,208.685,1089.33,2321.12,7622.91,562.011,430.656,298.473,1192.74,437.367,983.02,405.964,1478.32,1299.69,765.02,1372.16,7880.61,7312.9,410.343,6445.07,447.502,6957.52,280.709,400.521
forest,8089.79,4223.48,8089.79,2909.02,8053.02,3812.62,7522.87,6838.95,6614.49,7824.32,7523.18,1578.06,4605,5422.5,986.301,1316.86,1590.54,6746.43,6486.67,1869.06,806.892,2820.44,5215.73,5922.19,548.054,7427.13,2378.51,7570.21
forest,8121.94,5281.73,8121.94,7979.93,4917.98,5964.87,8047.47,1359.32,5841.2,8044.98,7863.68,595.672,2421.34,7275.85,8118.1,7597.71,706.887,4742.51,7930.36,4060.15,703.908,2029.92,7870.39,961.34,6855.54,8045.41,1446.32,840.38
forest,7982.56,6268.71,1029.59,5816.36,4843.92,4130.69,3090.83,1927.31,7982.56,6539.96,7895.17,6962.44,698.33,537.897,1688.82,346.714,3258.57,743.6,4639.3,6573.8,370.855,1717.98,572.126,7102.82,1582.81,6839.47,1062.98,5369.64
forest,7899.93,3838.92,7492.99,7699.2,6526.51,6290.37,6509.85,509.136,7136.27,7184.26,7395.18,3969.53,7884.13,3272.86,6772.69,1049.56,515.816,3078.62,7899.93,1299.09,2817.72,208.933,2045.06,3808.38,4403.22,6466.18,6773.73,1353.02
forest,8008.43,7579.89,424.506,4152.34,744.883,407.45,2122.36,1565.44,1360.89,8008.43,7701.64,4237.12,3340.3,353.584,1830.56,613.264,1708.42,4508.38,891.155,4981.24,2378.45,1742.61,2286.84,6708.31,309.852,7247.42,2450.68,1817.22
forest,8024.91,7887.63,6843.84,1017.06,6676.42,6747.57,7050.14,4233.57,7608.61,7865.05,8024.91,7744.91,5496.66,569.387,1345.1,301.828,3715.19,653.575,4286.82,4026.71,1847.99,4484.61,340.805,6719.53,325.509,6728.05,873.657,5348.48
forest,7912.25,2058.35,4262.02,7912.25,7830.95,146.823,6715.51,5257.83,7311.02,548.53,495.217,532.904,3181,424.895,1200.88,522.098,1451.87,2800.94,1066.98,6012.59,710.402,6985.46,341.155,7183.74,925.773,6708.11,442.253,1649
forest,8042.73,7561.22,1840.19,4316.24,7950.52,372.75,8042.73,625.143,945.983,3988.88,7664.55,973.024,598.32,375.343,2555.23,2512.56,1536.62,2543.63,2744.33,7592.57,1339.65,761.89,1453.39,1304.09,265.241,7098.23,907.993,316.263
farm,6116.98,6116.98,4180.94,4459.71,2308.49,819.883,5275.08,5055.73,2223.03,2701.57,2226.43,2563.91,3882.86,4025.06,3358.78,6044.29,1112.81,6071,6086.55,357.261,5603.58,3930.62,5224.13,421.106,352.023,5811.69,583.676,4061.98
forest,7752.42,7284.44,2370.82,7752.42,7520.45,431.744,7546.14,1724.16,910.597,1090.44,7543.54,2908.95,2182.22,381.059,3499.41,932.186,2483.94,2222.51,7255.1,6988.57,742.984,6516.07,3396.71,5045.66,297.228,7295.66,521.951,933.937
forest,8043.5,7319.29,4224.12,8043.5,8000.25,139.042,1805.6,4218.81,4497.03,506.082,7047.93,1079.03,3356.21,760.9,1541.38,695.749,1928.87,3917.75,6832.4,5389.13,950.201,2305.23,283.673,7406.89,1590.62,6606.53,803.667,7256.18
forest,7571.11,6830.2,7205.06,1736.83,1051.3,807.343,5810.82,7390.15,6270.17,1357.14,7571.11,7276.87,467.545,5093.41,801.492,2207.17,2560.27,3981.23,7324.67,4802.55,920.977,4649.28,3116.55,474.864,1918.97,6877.1,2358.13,5087.52
forest,8111.97,7914.53,7715.89,7579.06,6132.9,6475.97,6400.9,787.358,7433.41,2521.36,7874.05,2918.94,7090.39,4161.13,4797.56,994.821,500.151,1579.57,8111.97,4596.13,2480.44,1229.47,802.804,4512.47,5769.88,7477.52,7767.52,926.319
forest,8215.29,7863.09,8215.29,7748.28,7880.35,7951.27,8132.98,2153.21,8047.48,7754.76,7966.31,5965.15,5906.17,5300.82,2772.17,5559.32,1058.25,3771.68,8213.09,5663.86,1966.23,3908.81,5449.22,7978.54,5087.51,7926.1,1215.48,775.383
impervious,1167.76,1047.22,1107.04,304.138,670.792,847.085,568.282,786.144,347.97,579.433,780.805,418.98,1167.76,441.803,934.022,898.512,998.928,688.917,1149.79,1096.12,678.363,1085.75,305.446,405.742,252.15,555.387,647.984,435.799
forest,8082.14,6618.35,6310.07,6371.79,6036.41,1272.44,1477.08,5622.49,5782.49,7511.38,6222.9,478.378,1005.52,7266.15,2164.27,1019.32,1037.32,5726.34,8082.14,6642.98,3215.77,5489.65,5781.18,585.668,2697.32,7160.9,6837.61,821.555
forest,8398.68,5932.85,7917.64,8042.69,5750.76,1564.67,7013.6,1149.01,7490.85,7609.98,6707.66,831.19,1329.68,6043.17,8398.68,7210.84,599.104,2987.98,8261.06,6013.24,4263.07,5572.91,3907.91,631.038,1303.86,7212.98,7286.13,1663.32
forest,7972.02,6148.39,7766.17,1023.76,5682.04,2092.38,3551.21,7177.6,7424.53,7972.02,7871.61,4655.64,4701.14,5598.9,1174.78,762.918,1413.65,6457.52,6639.92,3368.02,2482.26,823.955,2227.78,7227.69,1150.57,7333.95,2408.61,7768.17
forest,8232.74,7660.83,2228.31,5207.08,8232.74,794.403,4914.6,569.355,8043.12,7154.11,6743.35,489.557,569.586,721.973,1504.61,312.486,2148.83,2136.12,7647.06,5333.06,6360.81,6282.27,651.192,1611.84,873.726,6933.76,1974.68,2077.95
impervious,2708.76,621.216,1172.25,127.436,360.043,545.137,59.2959,612.235,-62.0711,32.0631,-287.872,639.026,2708.76,1638.89,1090.56,2198.67,1205.74,1387.46,374.572,1579.76,878.891,282.237,1478.37,1054.83,411.954,18.0977,320.281,-151.397
forest,8267.23,3846.42,7394.32,629.082,5009.74,2800.97,4553.38,6745.48,7592.42,4041.13,7731.45,596.813,583.839,7367.51,8267.23,7553.84,572.675,4700.91,8182.22,1307.72,2864.57,4979.71,6947.59,729.333,7465.12,7638.64,2563.4,1285.5
farm,7545.28,7247.19,7208.82,735.591,6471.58,4712.91,6336.82,1110.68,6636.96,6241.75,1077.92,455.683,7270.15,467.817,3033.1,3066.28,1335.39,2920,7545.28,6861.28,3933.39,987.592,6064.73,5381.47,1658.85,6628.52,4398.98,1703.91
grass,7529.1,6893.62,7529.1,6583.63,5103.74,569.479,5109.59,4896.18,5262.26,5640.67,4375.58,1558.12,899.337,4656.4,2623.48,736.506,958.068,1649.83,7511.79,6260.43,4039.55,1752.41,3559.41,1036.11,4517.22,5145.97,4689.25,1676.94
forest,7724.19,5106.19,4085.83,5383.85,7319.21,446.964,5115.44,7095.07,1956.16,1090.97,7724.19,5489.27,2872.19,1292.57,898.519,827.842,1510.57,6257.62,2429.73,2246.07,801.967,5762.47,3617.63,6135.03,1291.64,7194.28,886.933,7564.11
forest,7765.23,5460.47,7765.23,6882.6,5795.14,1426.79,2376.11,5263.58,6988.47,7459.7,4212.59,1248.48,3788.36,5247.06,6604.1,5258.47,449.031,4527.4,7748.64,5703.16,5110.25,880.726,6209.61,1289.95,981.141,7180.26,3348.33,3271.11
forest,6163.93,6163.93,961.287,6121.35,5924.18,438.232,301.7,1070.5,2270.33,2091.65,625.319,331.389,2016.25,478.718,1064.52,728.579,1868.07,1757.29,541.368,4770.56,423.234,4522.91,310.33,4532.09,761.447,3139.53,445.22,2047.64
forest,7803.81,7620.75,2026.47,7803.81,1282,418.848,868.738,801.259,7559.35,2616.5,741.265,346.318,3705.74,521.182,913.988,1147.78,1382.65,3532.62,3970.69,5934.55,421.842,863.015,398.822,428.191,638.692,6759.42,408.037,1146.49
forest,8348.62,7843,2476.15,3604.12,8348.62,537.837,3787.64,831.636,3221.9,817.157,3422.13,831.461,1705.66,640.78,813.353,636.215,1602.83,1321.13,7808.82,2944.02,934.065,4532.15,353.968,1902.15,439.009,6631.53,725.547,590.621
orchard,5781.9,4144.17,2908.92,2134.05,2012.92,2300.68,2868.15,3904.17,3802.97,494.191,4205.49,727.685,3870,2295.35,3185.1,3797.35,1481.55,3697.8,3768.93,3545.09,2979.96,1740.26,1595.67,3043.72,475.161,4451.42,5781.9,3072.54
grass,7235.08,7019.09,6492.74,3873.32,6230.17,5748.32,6324.95,5947.66,4106.41,7171.13,7235.08,1081.77,5102.34,949.489,6651.66,2604.34,3744.04,4012.38,6676.83,5763.09,2521.68,4387.91,1988.19,1244.38,1347.16,7194.62,3042.23,5882.52
